ALEKO,,,,
STILO JTD 1.3 diesel,,,J3604 (PA),
LINEA 1.9 16V,,,J3626 (PA),
LINEA LX / HLX ABSOLETE. Etorq-flex 1.8 16 V,,,,
,,,,
,,,,
FORD,,,,
ESCORT 1.8 motor VW,H2086,,J3394 (PA),
ESCORT 1.8 diesel,H2076,Z5020,J3382 (PA) , J3603 (PA)
ESCORT 1.8 GHIA motor VW,H2086,,J3190 (PA),
ESCORT 1.8 LX diesel motor Kent 8V,H2026,P5164,J3381 (PA),
ESCORT CLXie.  LX. GHIA motor ZETEC 16V.,H2076,,J3381 (PA),
ESCORT GL. LX. GHIA. SX GHIA motor CHT 1.6,H2048,Z5105,J3188,
ESCORT GL. LX. GHIA. SX GHIA motor CHT 1.6,H2048,Z5105,J3189,
FALCON - Todos,H2011,Z5109,,
FALCON - Todos,H2011,Z5109,J3184,
FALCON motor Borgward VMHR492H diesel,H2085,P5074,J3192,
FIESTA diesel 1.8 (España),H2026,P5166,J3250 (PA),
FIESTA  1.3i  Nafta,H2026,,J3515,
FIESTA lx endurae 1.3i 8v,H2026,,J3515,
FIESTA diesel 1.8 (Brasil),H2076,P5166,J3382 (PA) J3603 (PA),
FORD (Continuacion),,,,
FIESTA LX naftero motor 1.3,H2026,,J3382 (PA) , J3603 (PA)
FIESTA 1.0. 1.6 naftero,H2026,,J3498 (PA),
FIESTA 1.3 naftero Brasilero,H2026,,J3382 (PA) J3603 (PA),
FIESTA diesel,H2026,P5166,J3495 (PA),
FIESTA MAX 1.4 diesel TDCI DURATORQ,T2219E,P5205,J3498 (PA),
FIESTA MAX 1.4 diesel,H2026,,J3498 (PA),
FIESTA MAX 1.6 naftero,H2026,,J3498 (PA),
FIESTA KINETIC 1.6 MEXICANO,,,,
FIESTA 1.0 -1.6 motor ZETEC naftero inyeccion,H2086,,J3498 (PA),
FORD  MAX  2.0 HDI,,Z5202E,,
FOCUS motor ZETEC 1.8. 1.6i,H2085,,J3438 (PA),
FOCUS turbo diesel motor 1.8,H2126,P5197,J3438 (PA),
FOCUS AMERICANO,H2222,,,
FOCUS 1.8 TDCI,H2126,P5214,J3438 (PA),
GALAXY  2.0. 2.0 GHIA. motor VW,H2086,,J3190 (PA),
KA motor 1.0. 1.3,H2063,,J3369 (PA),
KA motor 1.0. 1.6,H2063,,J3449 (PA) , J3547 (PA)
MONDEO 16V naftero ie motor 1.8. 2.0,H2076,,J3378 (PA),
MONDEO turbo diesel 1.8,H2076,Z5020,J3412 (PA),
MONDEO IV 2.0 TDI,,Z5202E,,
MONDEO III,,,J3687 (PA),
MONDEO 1.8 TDCI,H2183,,,
ORION 1.8 motor VW,H2086,,J3394 (PA),
ORION 1.8 diesel / turbo diesel,H2076,P5164,J3381 (PA),
ORION 1.8 diesel / turbo diesel,H2076,Z5020,J3381 (PA),
ORION 1.8i,H2086,,J3381 (PA),
ORION GL. LX. GLX. GHIA motor ie ,H2086,,J3190 (PA),
SIERRAL. GL. 1.6,H2048,Z5105,J3186,
SIERRA XR4 GHIA 2.3,H2011,Z5105,J3187,
TAUNUS L. GXL. GHIA. COUPE,H2011,Z5105,,
TAUNUS L. GXL. GHIA. COUPE,H2011,Z5105,J3184,
,,,,
HONDA,,,,
ACCORD EX,H2091,,,
ACCORD LX. EXR. EX COUPE SEDAN ,H2091,,,
ACCORD. PRELUDE,H2090,,J3201,
CIVIC,H2090,,J3203,
CIVIC,H2091,,,
CIVIC COUPE SEDAN 1.6-16V,H2091,,J3441 (PA),
CIVIC HATCH BACK 1.6,H2091,,,
LEGEND,H2090,,,
ODISSEY 2.2 EXT. LX,H2091,,,
PRELUDE,H2091,,,
FIT  EX. LX 1.4  CV TMPI,H2155,,J3681 (PA),
FIT 1.5 16V VTEC 110 CV,H2155,,J3682 (PA),
FIT NEW 1.4 - 1.5,H2155,,J3683 (PA),
HONDA CIVIC LXS,,,,
HYUNDAI,,,,
ACCENT 1.5 L. GS. GLS,H2091,,J3472 (PA),
ATOS,H2188,,,
ELANTRA,H2091,,J3446 (PA),
EXCEL,H2091,,,
SCOUPE,H2091,,,
SONATA 3.0 L,H2091,,,
,,,,
ISUZU,,,,
GEMINIS diesel,H2094,P5083,,
,,,,
LADA,,,,
21063. 21074. SAMARA SEDAN. NIVA 4X4,H2068,,J3154,
KALINA 1.6 (1117.1118.1119 motor VAZ 1118,,,J3561 (PA),
SAMARA 1500,,,J3562 (PA),
,,,,
MAZDA,,,,
121 LX,H2039,,J3155,
323,H2161,,,
323 diesel,H2111,P5134,,
323 RX - 7,H2095,,J3575 ,
626,H2155,,,
626. 929,H2081 , H2161,,
929,H2155,,,
MPV,H2155,,,
MX3,H2039,,,
MX5,H2039,,,
PROTEGE,H2039,,,
PROTEGE,H2039,,,
,,,,
MERCEDESBENZ,,,,
190. 230. 230S. 230SEL. 250. 250S. 250SEL,T2099,,,
190D,T2152,P5120,,
190E,H2086,,,
220,T2098,,,
MERCEDES BENZ (Continuacion),,,,
280,T2164,,,
,,,,
MITSUBISHI,,,,
3000GT,H2091,,,
COLT 1200. 1400. 1600,H2120,,J3216,
COLT GLX 1.6,H2091,,,
DIAMANTE,H2091,,,
ECLIPSE,H2091,,,
ECLIPSE,H2091,,,
EXPO,H2091,,,
GALANT,H2095,,,
GALANT 1200. CELESTE,H2120,,,
GALANT 1600,H2120,,,
LANCER,H2095,,,
LANCER 1.5. COLT 1.5. 1.6i. DIAMANTE,H2155,,,
,,,,
NISSAN / DATSUN,,,,
DATSUN 180,H2110,,J3193,
MICRA 1.0. 1.3,H2162,,,
QUEST,H2162,,,
SENTRA diesel,H2162,,,
SENTRA 2.0 16 V MT-AT,H2039,,J3638 PA),
TIDA 1.8,H2039,,J3658 (PA),
,,,,
PEUGEOT,,,,
106 QUICKSILBER 1.1- I8 VHDY,T2218E,,,
106 XN - XR motor 1.4 ie multipunto,H2119 , T2218E,,J3392
106 XND diesel,H2119,P5136,J3459,
205 C. J,H2119,,J3239,
205 diesel,H2119,Z5133,,
205  G. C2,H2119,,J3030,
205 RG3. RG5. XS,H2119,,J3340,
206 diesel. 1.9,H2119,,J3429 (PA),
206 naftero,H2119,,J3430 (PA),
206 QUICKSILBER 1.6 MPIE 16 V,T2218E,,J3475 (PA),
206 SX. XT 1.6 MPIE 16 V TU5JP4,T2218E,,,
206 XR PRESENCE / CONFORT 1.4 8V,T2207E,,J3475 (PA),
206 XR PREMIUM 1.6 PIE,T2207E,,,
206. 306 y 406 HDI,H2119,Z5185E,J3475 (PA),
206 SW 1.6 naftero,T2218E,,J3475 (PA),
207 HDI SW COMPACT 2.0,H2119,Z5187E,J3475 (PA),
207 COMPACT 1.4 L 8V (75 CV),T2207E,,J3678 (PA),
207 HDI 8 V 90 CV,,,J3684 (PA),
306 SN motor 1.4ie multipunto (Francia),H2119,,J3392,
306 SR. XTi. CABRIO. 1.8 y 2.0 L,H2119,,J3239,
306 XR ie multipunto (Francia),H2120,,J3328 (PA),
306 XR,H2119,,J3471 (PA),
306 XRD,H2119,,J3340,
306 Turbo diesel,H2119,Z5133,J3459,
306 HDI,H2119,Z5185E,J3496 (PA),
307 ST 2.0 I 16 V EW10J4,H2119T2218E,,,
307 naftero,H2119,,J3479 (PA),
307diesel,H2119,,J3480 (PA),
307 XR-XS  1.6  16V,T2207E,,J3663 (PA),
307 2.0 HDI 136CV,,Z5202E,J3694 (PA),
307 2.0 16V,T2207E,,J3663 (PA),
307 HDI,,,J3716 (PA),
309D,H2120,Z5133,J3340,
404 GL. SL,T2115,Z5105,J3230,
404 GL. SL. GP,H2118,Z5105,J3230,
404. 504. GLD motor Indenor XD - 4.88,T2117,Z5067,,
404. 504. GLD motor Indenor XD - 4.88,H2118,Z5020 ,,
405 Familiar,H2119,,J3385 (PA),
405 GL. GLV,H2119,,J3238 (PA),
405 GLD. SRD. Familiar. motor 1.9 diesel. turbo diesel,H2119,Z5133,J3238 (PA),
405 Mi 16V,H2119,,J3238 (PA),
405 SR motor XU- 91.9 L nafta,H2119,Z5105,J3238 (PA),
405 SRI,H2119,,J3328 (PA),
405 Todos - filtro de cabina AA,,,J3256 (PA),
406,H2119,,J3386 (PA),
406 turbo diesel,H2119,Z5148,J3238 (PA),
407 2.0 Turbo diesel HDI (138HP) motor DW 108 TD4,,,J3563 (PA),
407 3.0 I  24V V6 (211HP) motor ES 9A,,,J3564 (PA),
407 2.0 TDI 136 CV,,Z5202E,,
504. 504 Familiar,T2115,Z5105,,
504. 504 Familiar,H2118,Z5105,J3230,
504,H2118,,J3233,
504 GRD motor Peugeot XD-2 diesel,H2120,Z5020 ,,
504 GRII. GRTN motor Peugeot XN-1,H2118,Z5105,,
504 GRII. GRTN motor Peugeot XN-1,H2119,Z5105,,
504 GRII. GRTN motor Peugeot XN-1,H2119,Z5105,J3234,
504 SR. SRII. SRX. XS motor Peugeot XN-1 y XN-1A,H2119,Z5105,,
504 SRD. SRIID. XSD motor Peugeot XD-3 diesel,H2119,Z5020 ,,
504 GR diesel,H2120,Z5020 ,J3192,
505 GR. SR. GR5v. SR5v. SRII. SALON´85 motor Peugeot XN-1,H2118,Z5105,J3234,
505 GR. SR. GR5v. SR5v. SRII. SALON´85 motor Peugeot XN-1,H2119,Z5105,J3234,
PEUGEOT (Continuacion),,,,
505 SR. SR Familiar  Gamma 86 motor Peugeot XN-1A,H2118,Z5105,J3234,
505 SR. SR FAMILIAR GAMMA´86 motor Peugeot XN-1A,H2119,Z5105,J3234,
505 SRie SALON´85. GAMMA´86 motor Peugeot XN-6,H2119,,,
505 SRD turbo SALON´85. GAMMA´86 motor Peugeot XD-3TD,H2081,Z5020 ,J3235,
505 SRD turbo SALON´85.GAMMA´86 motor Peugeot XD-3TD,H2081,Z5067,J3236,
505 SRD. SRD FAMILIAR GAMMA´86 motor Peugeot XD-3diesel,H2119,Z5020,J3236,
505 SRI ie motor PRV 2.2 L,H2119,,J3236,
604,H2076,,,
605,H2081,,J3121 (PA),
3008 1.6 Biturbo Premiun Plus,,,,
,,,,
PORSCHE,,,,
911 CARRERA. CABRIOLET 2.7. 3.0. 3.3T,H2088,,,
924. 924 turbo,H2086,,,
,,,,
RENAULT,,,,
CLIO diesel motor 1.9,H2083,Z5116,J3280,
CLIO diesel motot 1.9,H2125,Z5145,J3280,
CLIO II RTD 1.9L. MEGANE 2 RTD SCENIC 2RTD 1.9 L ,H2127,Z5186,J3448 (PA),
CLIO RT naftero motor 1.4,H2157,,J3336,
CLIO RT naftero motor 1.6,H2157,,J3280,
CLIO WILLIAMS 16V,H2128,,,
CLIO II naftero motor 1.6,H2157,,J3280,
CLIO II RN 1.6 naftero,H2127,,J3659,
CLIO II diesel motor 1.5 dci,H2157,P5206,J3280,
CLIO II diesel motor 1.5 dci,H2157,P5211,J3474 (PA),
CLIO II y  MEGANE,H2157,Z5186E,J3474 (PA) ,
CLIO II 1.9 diesel,H2157,Z5186E,J3593 (PA),
TWINGO naftero,T2199,,,
TWINGO Multi punto,H2188,,J3659,
CLIO naftero,T2199,,,
FUEGO GTX. GTA,H2068,Z5105,J3252,
FUEGO GTX. GTA. GTA MAX,H2120,Z5105,J3252,
FLUENCE 1.6,H2127,N1016,J3638 (PA),
FLUENCE 2.0,H2127,N1016,,
LAGUNA naftero motor 1.8 ie,H2120,,J3380 (PA),
LAGUNA naftero motor 2.0 ie 16V,H2120,,J3361 (PA),
LAGUNA diesel motor Volvo 2.2 12V,H2069,P5132,J3007 (PA),
LAGUNA naftero 2.0 motor Volvo,H2120,,J3361 (PA),
LOGAN 1.5 L dci diesel,H2188,P5206,J3474 (PA),
LOGAN 1.6 L 8V ,H2157,,J3659,
MEGANE RT / RXE naftero motor 1.6ie,H2127,,J3237,
MEGANE 1.6 inyeccion,H2127,,J3474 (PA),
MEGANE XRE naftero motor 2.0 ie,H2127,,J3255,
MEGANE turbo diesel motor 1.9,H2125,Z5133,J3113,
MEGANE diesel motor 1.9,H2127,Z5145,J3237,
MEGANE1.9 DTI,H2157,Z5186E,J3380 (PA),
MEGANE turbo diesel motor 1.9 dci,H2125,Z5186E,J3448 (PA),
MEGANE II 1.9 diesel,H2157,Z5186E,J3593 (PA),
MEGANE II 16V,H2157,,J3638 (PA),
MEGANE II 1.9 dci,H2157,,J3638 (PA),
MEGANE II 1.6 L 16V,H2127,,J3474 (PA),
MEGANE 2.0 L 16V,H2157,,J3474 (PA),
MEGANE 1.5 L dci,H2157,P5211,J3638 (PA),
MEGANE 1.9 dci,H2188,,J3474 (PA),
MEGANE GRANTUR 1.5 dci,,P5211,,
R4 L,H2122,Z5105,J3246,
R4 S GTL. R6. R6 GTL,H2123,Z5105,J3246,
R9 motor 1.4 y 1.6L Todos,H2123,Z5105,J3253,
R9 motor 1.4 y 1.6L Todos,H2125,Z5105,J3253,
R11 motor 1.4 y 1.6L Todos,H2123,Z5105,J3253,
R11 motor 1.4 y 1.6L Todos,H2125,Z5105,J3253,
R11 motor turbo,H2128,,J3248,
R12 SEDAN y BREAK motor 1.4L y 1.6L Todos,H2123,Z5105,J3247,
R12 SEDAN y BREAK motor 1.4L y 1.6L Todos,H2125,Z5105,J3247,
R12 SEDAN y BREAK motor 1.4L y 1.6L Todos,H2125,Z5105,J3257,
R12 SEDAN y BREAK motor 1.4L Todos,H2123,Z5105,J3249,
R12 SEDAN y BREAK Todos,H2123,Z5105,J3248,
R18 GTD motor diesel RENAULT 1.7L,H2120,Z5068,J3254,
R18 GTL. GTL BREAK motor 1.4L,H2123,Z5105,J3249,
R18 SEDAN y BREAK motor 2.0 Todos,H2068,Z5105,J3252,
R18 SEDAN y BREAK motor 2.0 Todos,H2120,Z5105,J3252,
